order_id,customer_name,customer_dob,customer_gender,order_date,order_cost
#4288,CLARA BLACK,1972/04/19,M,2023-07-05,33.75
5534,meliSsA BLaCK,1995-05-30,M,2022/02/22,19.18
#5728,jerry smith,1980/04/05,M,2020/06/11,192.09
#8109,david ray,1977/01/11,FEMALE,2023-12-15,193.36
#8223,RENAN CLARK,1979/12/30,M,2021/09/25,178.84
#4523,emiLy CLark,2004/01/09,FEMALE,2023/06/18,51.20
5004,julia taylor,1972/05/19,F,2021/02/23,36.53
#8720,amanDa scOTT,2001/04/07,MALE,2021/02/27,154.70
10827,ARTHUR SCHMIDT,1984/07/12,FEMALE,2023-11-01,156.48
1899,melissa martins,1982/10/04,MALE,2022-01-19,77.12
6532,sarah nguyen,1988/11/10,MALE,2023/08/16,14.79
#3781,lisa nguyen,1978/12/06,FEMALE,2020-05-16,91.26
#6095,PhIlIP rAY,1977/07/07,MALE,2020/12/27,184.03
#3813,david ray,1996/10/02,F,2021-10-01,122.71
#5913,MONICA SCHMIDT,1991/05/30,M,2023/06/01,196.90
#2596,jason carter,1997-01-31,MALE,2021-10-01,173.36
9316,dEREk GreeN,1988-05-31,F,2022/06/19,173.82
5827,michelle thomas,1995-08-28,F,2023-08-11,115.00
#9909,diana schmidt,1998-07-09,M,2023/05/14,77.40
#8913,diana brown,1978-04-24,FEMALE,2021/04/14,122.76
2194,MIKE LEE,1981-06-21,FEMALE,2023/03/02,188.97
5710,aManda gREeN,1970-04-20,M,2020/12/08,71.63
4751,SAMANTHA CLARK,1982/05/27,MALE,2022/02/06,47.71
#9972,PHILIP DOE,1972-09-14,MALE,2021/12/31,64.50
#3517,robert pereira,1991/01/22,F,2022-07-13,36.62
#4845,LISA ROSS,2004-09-27,F,2021/06/27,83.71
6670,JOShuA martIns,1982-05-30,FEMALE,2020/02/21,64.62
#10480,anna scott,1999/04/03,MALE,2020/01/20,126.20
#3402,marcia nguyen,1993/02/01,F,2022-03-15,167.20
#2663,EMILY LEE,2005/07/16,FEMALE,2020/06/22,39.24
6216,karen clark,1986/02/23,M,2023-01-16,80.60
#9069,JaNe JoHNsoN,1980-04-14,M,2023-08-15,86.49
10800,PHILIP LEE,1997-03-27,FEMALE,2020-09-14,38.84
#7519,anNa DOe,1983-11-01,F,2020/09/20,24.40
#5323,daviD tAyloR,1974/05/10,F,2023-08-06,48.41
2608,jAcK daVIS,1990/06/26,M,2023-02-15,70.35
#10109,anna white,1992-06-15,FEMALE,2020-08-23,103.69
#3907,MOnicA ScotT,1972/11/04,MALE,2020-09-19,24.23
#9561,MICHELLE BLACK,1988/12/09,MALE,2020/12/22,194.41
#6052,pHIliP NGUyEN,1977-11-16,FEMALE,2021/06/24,11.21
#4254,anna hughes,1995-10-07,M,2023-09-03,137.85
4649,melissa green,1996-03-25,MALE,2021-08-26,26.45
#1333,CLARA THOMAS,2002-07-28,F,2023-07-20,85.23
6411,amanda clark,1999-07-06,M,2021-07-15,151.74
#8596,lisa price,1986/03/01,M,2021/07/18,139.73
#9297,PHILIP WHITE,2001/09/21,F,2021-12-31,148.15
#8806,sarah perez,1994-10-31,F,2022/01/24,174.24
2334,jerry clark,1979-08-20,F,2020-06-26,181.98
#5965,JULIA PEREZ,1975-07-11,MALE,2022-02-27,84.70
#7762,JULIA CLARK,1980-04-17,FEMALE,2023-12-21,146.32
#6695,mARcia TAYlOR,1980/04/01,MALE,2021/08/31,149.31
9471,MElissa BAKER,1975/08/16,FEMALE,2021/12/21,143.98
10140,melissa perez,1984-03-06,MALE,2020/11/01,106.41
#1198,JULIA ROCHA,1993/02/21,F,2020-08-01,169.62
6233,sarah davis,1974/09/21,M,2021/07/28,142.79
4559,DiANA SMIth,1991/05/22,FEMALE,2021-04-03,96.31
8220,MELISSA WILSON,1988-10-21,FEMALE,2020/01/15,87.67
7472,renan young,1985/09/02,M,2023-03-01,188.20
#4978,ROBERT PEREZ,1984/06/13,F,2022/11/16,13.51
7680,jane taylor,1988/12/13,FEMALE,2023/01/29,75.20
#2814,robert schmidt,1973-06-28,F,2023/03/19,105.24
#9304,michelle clark,1981-12-20,FEMALE,2020/08/11,93.28
6615,bruna doe,1981/10/24,M,2023/06/20,127.99
#5032,clara taylor,1989/10/12,MALE,2022-10-28,169.62
#3858,jane pereira,1981-12-11,MALE,2020-09-13,77.29
8697,PeTeR tHoMAs,1980/10/08,FEMALE,2021-10-24,92.14
1855,deREk pErEIRA,1982/04/06,M,2021/01/25,76.58
#9355,jERRy WHiTE,1970-10-29,FEMALE,2020/02/18,21.01
#6348,BRUNA SCHMIDT,1971/12/29,F,2021/01/12,18.54
2644,ANNA NGUYEN,1977-10-19,M,2020/07/23,89.25
4647,RENAN WHITE,1992-04-02,F,2022/11/10,58.98
10049,jason wilson,1998-09-12,FEMALE,2020-06-12,72.10
#5443,john ray,1976/06/22,M,2021-07-29,74.08
8484,philip smith,1993/03/29,MALE,2023/06/08,196.36
#10399,SAMANTHA HALL,1996/08/09,FEMALE,2023/12/25,197.76
6173,MoNIcA joHNSoN,1971/10/02,M,2023-03-20,45.21
8598,LISA PEREZ,1997-04-23,MALE,2020-12-25,151.52
#5340,MELISSA BAKER,1979/08/10,FEMALE,2021/10/24,151.03
#3249,peter smith,1970-05-17,MALE,2023/05/21,19.55
6586,AMANDA BLACK,1970/09/07,M,2022-10-07,81.67
7502,mike doe,1979-10-31,M,2023-07-12,53.80
7301,JACK BAKER,2003-03-04,MALE,2021/04/30,95.98
2048,CLArA wilson,1978/08/26,MALE,2022/07/12,92.80
#1312,mONiCA CLARK,1987/08/21,FEMALE,2023/01/23,113.53
#3481,BRUNA JOHNSON,2003-12-23,FEMALE,2020-10-06,145.05
#1354,jAsoN LEe,2005-12-20,M,2022-02-18,152.87
#1358,jERRy scHMIDt,1981/11/01,MALE,2023/08/09,66.51
7808,miChelLE ray,1978-03-14,FEMALE,2022-09-21,32.99
8550,EMILY RAY,2002/04/15,MALE,2022/11/01,57.92
#10384,JERRY HUGHES,1970/03/19,M,2022-05-10,34.55
10406,JoHN dAViS,1977/04/21,FEMALE,2020/03/14,179.84
#4019,emily CLArk,1979-04-10,M,2021-10-12,41.20
9739,Diana ROss,1994/01/11,FEMALE,2020/02/12,44.16
10425,EMILY HUGHES,1986/10/10,FEMALE,2021/05/29,119.07
5212,jaSOn jOHnSon,1979/12/31,MALE,2023/06/07,65.32
8493,EMILY ROSS,1998-07-26,FEMALE,2020-01-03,130.22
9156,emilY DOE,1997/07/23,M,2023/01/02,67.58
4933,MICHELLE THOMAS,1984-08-01,FEMALE,2022-03-07,59.08
6658,MONICA LEE,1989/09/16,FEMALE,2022/11/19,156.63
#5312,jOshua JoHnsOn,1972-03-13,F,2021/03/11,59.73
#9672,ROBERT BROWN,1982-09-29,F,2023/08/08,23.80
#9818,JASON WILSON,1971-09-12,F,2023/10/31,140.34
#4024,JOHN PRICe,1977/03/22,F,2022-08-28,31.55
9886,AManDa lEe,1979-04-17,MALE,2020/03/03,167.44
#6879,RobeRT DoE,2003-02-18,F,2022-11-24,40.91
#6411,ROBERT PEREIRA,1996-07-29,MALE,2023/03/23,127.90
#3825,emily brown,1990-11-18,M,2022/03/18,181.47
#6779,JErrY TaylOR,1976-04-04,M,2021-05-29,58.92
5747,MIKE CLARK,2004-12-07,M,2022-01-02,121.93
#2785,emily ray,1995-03-30,M,2023/11/20,13.02
#8497,JASOn joHnsoN,1973/10/17,FEMALE,2023/12/27,28.52
10384,mOnIca BrowN,2004/04/12,FEMALE,2020/11/06,143.67
8406,karen BLAcK,1980-07-04,F,2021-10-10,67.07
#1757,robert green,2000/11/23,M,2021-03-01,151.00
#4753,philip Doe,2001/08/21,FEMALE,2021/01/23,185.95
7167,MONICA HUGHES,2002/03/29,F,2022-10-21,121.36
6027,EMILY DAVIS,1974-01-31,MALE,2020/10/11,151.99
#8623,MELisSA green,1991/09/06,FEMALE,2022-01-03,27.19
9398,MOnicA huGHeS,1996/02/11,M,2021-03-23,147.97
4457,JOHn SChmIdt,1973-09-26,M,2022/08/21,148.71
#6380,JAsoN maRTIns,1979/12/29,FEMALE,2020/02/21,45.92
5859,SarAh daVIs,1984/03/01,F,2022-07-24,41.96
2472,MIkE rocHA,1989/04/15,F,2021-07-03,139.84
#7511,DAVID ROCHA,1986-02-25,M,2023/09/09,48.88
8313,LISA BAKER,1988/06/16,M,2020/08/09,56.46
#3083,eMilY LEE,1970/06/06,M,2023-12-22,146.68
#4810,ReNan tAyLOR,1996-09-23,F,2020-09-18,110.93
8632,MeLissA WhitE,1996/06/17,M,2020/11/21,111.10
7219,DeReK nguYEN,1974-07-10,F,2021-11-12,157.69
5152,amanDA ClaRk,2003-11-21,FEMALE,2020/08/31,35.00
#6680,jack carter,1993-02-07,MALE,2020-10-03,121.74
#6234,SAMaNTHa SMItH,1985/12/12,FEMALE,2021/10/14,58.73
#9649,jack young,1997-06-02,F,2021-02-12,11.87
10221,bRUNA PErEz,1985/08/20,M,2022/08/27,51.12
#2379,robert smith,2000/12/18,MALE,2020/09/03,19.77
#3321,renan martins,1985/07/31,F,2023/08/15,135.65
#9857,ARTHUR WILSON,1993/05/30,MALE,2020-11-25,129.42
10294,EMILY THOMAS,1986-03-09,F,2022/10/28,27.72
#2536,AMANDA KIM,2002-09-02,MALE,2020-06-13,36.21
#8405,monica perez,1976-03-14,MALE,2020-01-20,85.62
5166,MIchElle CLark,1987/11/30,MALE,2020-04-28,177.87
9237,mELISsA BrOWn,2004-03-21,M,2023-03-04,62.07
2100,john young,2004-06-20,M,2023-04-30,181.32
1310,rOBErt RAy,1973/10/29,MALE,2020-06-13,64.66
#9599,clara schmidt,2002-04-15,F,2020/08/17,10.87
2865,aRThur ROcHA,1983-02-13,MALE,2020-08-10,28.34
1760,philip kim,1987-03-06,M,2022/02/23,151.98
4177,derek davis,1976/07/01,F,2023/12/10,119.37
#8871,peter carter,1982-12-24,FEMALE,2021-02-20,111.93
#10804,robert young,2004/06/29,M,2022-04-21,25.27
5291,EMIlY rOSS,1976/02/03,MALE,2022/01/10,162.39
8186,JACk cARTer,1971-12-25,F,2022-09-30,70.66
#1874,JULIA hAll,1992-10-04,F,2022/07/03,133.98
#9898,lISA taylOr,1978-06-15,M,2022/10/18,87.64
#4952,MELISSA BAKER,1974/11/25,MALE,2023-06-11,54.44
6915,EMILY WILSON,2005-12-20,FEMALE,2022-04-05,125.73
#1860,SARAH HALL,1981/05/15,FEMALE,2023/06/13,95.12
#9539,samantha thomas,1973-06-20,FEMALE,2020/12/25,51.82
3025,robert roSS,1998-04-30,M,2023-02-24,33.27
