order_id,customer_name,customer_dob,customer_gender,order_date,order_cost,payment_method
2908,jane green,2003-04-18,FEMALE,2021-10-07,81.52,PIX
#6692,PHILIP SCOTT,1999/04/15,F,2021/02/04,39.94,CREDIT_CARD
4020,derek pereira,1997/09/07,M,2021/12/09,47.85,DEBIT_CARD
#8592,JaNE thoMAS,1971-06-19,M,2022/09/16,141.67,CREDIT_CARD
#5073,PetEr Clark,1986-10-13,F,2021-03-21,10.21,DEBIT_CARD
10128,arthur perez,1991/12/09,MALE,2023-05-01,181.81,ONLINE_PAYMENT
10140,peter doe,1992/11/28,MALE,2021/03/11,75.64,PIX
#8944,karen maRTins,1998-01-25,F,2020-07-06,103.03,CASH
7628,MARCIA YOUNG,1986-09-02,M,2020/12/25,30.57,CREDIT_CARD
10984,JAck lEe,1972-05-21,M,2022-01-25,106.50,CASH
#6991,michelle nguyen,1980-06-12,F,2020-10-29,138.59,ONLINE_PAYMENT
5229,jAnE Thomas,2004-11-13,M,2022/12/28,156.68,CREDIT_CARD
#1937,ROBERT BAKER,1979/09/12,F,2021-06-09,196.55,CASH
#4181,MIcHELLe smITH,1977-11-29,MALE,2020/07/03,68.81,ONLINE_PAYMENT
9410,JANE HUGHES,2003/03/22,M,2022-03-10,69.41,DEBIT_CARD
#1637,kaREN HALL,1971-08-09,MALE,2021/02/01,37.83,CREDIT_CARD
6994,RobErT peRez,1990-12-15,F,2023-08-16,16.46,CASH
3222,joshua scott,1989-05-13,MALE,2023-07-02,162.16,ONLINE_PAYMENT
1394,DEREK SMITH,1979/07/28,M,2021/12/23,13.05,CREDIT_CARD
8328,JERRY YOUNG,2004-05-23,M,2022-01-27,41.67,DEBIT_CARD
4709,joshua taylor,1989-01-17,F,2022/02/15,124.32,CREDIT_CARD
6516,DIANA THOMAS,1983-06-03,F,2023-04-07,128.56,DEBIT_CARD
1962,MICHELLE MARTINS,1976/02/09,MALE,2020/08/08,88.12,ONLINE_PAYMENT
1142,julia hughes,2005/10/09,M,2022-03-29,197.67,CREDIT_CARD
2914,david davis,1984-02-24,F,2023-07-15,98.11,CREDIT_CARD
#3197,diana taylor,1971-11-03,F,2020/11/10,143.69,DEBIT_CARD
#1448,clara white,2002/02/22,M,2021-07-09,112.21,ONLINE_PAYMENT
#2994,JASon BlacK,1977/05/16,MALE,2023/02/21,184.94,CREDIT_CARD
#10917,CLaRa hugHEs,1971-04-24,F,2020/05/13,137.07,PIX
1505,JANE GREEN,1990-10-15,FEMALE,2020/01/12,42.90,ONLINE_PAYMENT
#6284,MoNIca HALL,2000/03/11,FEMALE,2021-09-22,61.76,CREDIT_CARD
5901,saMaNTHa tHoMaS,1985/06/29,MALE,2020-03-04,194.78,DEBIT_CARD
3905,mike smith,1981-02-11,M,2020-06-03,109.63,CASH
#9925,ARThUR HUgHeS,1997/07/28,M,2022/03/24,14.90,CASH
1639,KAREN BlaCK,1988/10/26,FEMALE,2021-06-20,189.64,ONLINE_PAYMENT
9802,ReNAn DOE,1970-02-09,F,2023-01-14,101.57,CREDIT_CARD
10318,lisa lee,1992/04/26,F,2020/02/14,130.62,PIX
1820,PETER CARTER,1996/04/16,F,2022-04-07,169.36,ONLINE_PAYMENT
6544,AMANDA WILSON,1987/06/27,FEMALE,2022-08-26,21.62,CREDIT_CARD
4565,RENan nguyeN,1987-06-18,FEMALE,2020/08/22,16.27,PIX
9565,arthur hall,2002/03/02,M,2021/09/18,27.74,DEBIT_CARD
#4221,anNA yoUNG,1978/11/05,F,2022/07/25,65.57,CREDIT_CARD
#6321,diaNa SCotT,1972/11/15,FEMALE,2022/06/01,123.17,CREDIT_CARD
#3360,JACK JOHNSON,1982/07/07,MALE,2020/12/09,150.33,ONLINE_PAYMENT
#5446,MIKE MARTINS,1979-09-16,F,2023-01-08,126.02,DEBIT_CARD
4783,CLARA WILSON,1998-11-20,FEMALE,2021/11/10,35.09,DEBIT_CARD
#6094,MELISSA BROWN,1993/04/08,M,2020-12-20,141.82,CASH
#5358,jane black,1983-03-06,FEMALE,2023/04/16,32.76,CASH
10996,MICHELLE PEREIRA,1991/10/26,F,2020/12/01,119.27,PIX
3441,RObERT NGUyeN,1998/12/17,F,2023-12-11,15.42,CREDIT_CARD
10685,renan clark,1988/02/27,FEMALE,2021-08-04,76.98,ONLINE_PAYMENT
#3603,JULIA MARTINS,1974/12/14,FEMALE,2020-07-20,37.07,DEBIT_CARD
#5911,PHILIP WILSON,1986-03-02,F,2021-12-09,196.15,ONLINE_PAYMENT
2973,CLARA WILSON,2001/02/08,FEMALE,2023/06/13,43.08,CREDIT_CARD
10413,monica johnson,1997/12/02,F,2023-05-14,20.65,CREDIT_CARD
4565,MarCiA RAY,1983-04-25,F,2022-05-15,75.84,DEBIT_CARD
5479,samantha doe,1976-12-30,M,2023/01/06,40.37,ONLINE_PAYMENT
6967,JULIA ROSS,1975/05/31,M,2023/07/22,105.88,DEBIT_CARD
#6248,RENaN lEE,1972/05/03,MALE,2021-12-12,76.91,CASH
#3974,EMILY TAYLOR,1987/11/22,MALE,2023-04-28,60.63,CASH
#3670,diANa bAkEr,1981/10/06,MALE,2020/05/27,17.95,PIX
4362,RENAN BLACK,1996/07/23,MALE,2021/07/25,19.52,DEBIT_CARD
#5670,jason black,1975-12-22,MALE,2022-10-28,48.39,DEBIT_CARD
#3250,mIcheLLe dOE,1987/11/28,M,2020-05-23,187.77,DEBIT_CARD
4934,JACK SCHMIDT,1978-04-15,FEMALE,2020-12-24,33.79,CASH
1508,BRUNA SCOTT,1976/03/01,M,2021-12-06,55.46,PIX
#10023,CLARA ROSS,1992/06/28,MALE,2020-02-13,104.18,PIX
1574,marcia baker,2003/10/13,M,2020/06/02,12.41,CASH
#4721,PETER CLARK,1976/10/09,MALE,2020-10-20,63.12,DEBIT_CARD
1645,PHILip PrICE,1990/09/19,FEMALE,2023-02-12,189.81,PIX
#1643,DIANA SCOTT,1984-06-10,MALE,2020-03-17,64.98,CASH
5145,MONICA PEREZ,1996/08/30,F,2020-05-03,71.84,PIX
#4402,karen taylor,1988-01-04,MALE,2021/04/23,117.66,ONLINE_PAYMENT
#5700,arthur martins,1972/11/28,MALE,2023/12/26,159.62,DEBIT_CARD
#7001,DAvId PErEira,1996-01-17,MALE,2022/02/26,178.60,DEBIT_CARD
#5084,mELIsSA claRk,1979/06/05,MALE,2023/05/22,128.11,CREDIT_CARD
#4648,karen baker,1989-09-30,M,2023-07-21,166.41,CASH
9829,DAVID PEREIRA,2004-06-08,MALE,2021-12-31,145.14,DEBIT_CARD
7127,RENAN TAYLOR,1980-06-26,M,2020-11-09,113.41,CREDIT_CARD
#6894,KAREN THOMAS,1995-12-05,F,2023/06/22,19.11,CREDIT_CARD
5975,KAREN ROSS,1991-08-20,F,2020-07-24,39.91,PIX
2231,samantha lee,2004/08/22,F,2022-04-05,172.53,CREDIT_CARD
#4689,PHILIP WILSON,1992-10-05,M,2023-12-03,59.02,ONLINE_PAYMENT
#1516,monica thomas,2002/08/26,MALE,2020/11/08,119.93,CREDIT_CARD
5377,MIkE leE,1982/04/21,FEMALE,2021-05-15,112.80,CASH
1485,marcia smith,2003/12/06,M,2023/06/18,59.55,CASH
#2489,AMANDA BROWN,1989-05-22,FEMALE,2022/07/09,183.33,ONLINE_PAYMENT
#4468,BRUNA CARTER,1976/07/10,M,2020-03-13,172.08,PIX
7805,mikE thoMAS,1984-01-13,M,2021-03-23,126.12,PIX
5909,SARAH DAVIS,2000/06/30,F,2022-10-30,19.61,ONLINE_PAYMENT
#6894,DAVID THOMAS,1978-05-30,FEMALE,2023/03/31,50.74,DEBIT_CARD
#2596,samantha brown,1978/07/16,FEMALE,2023-03-19,68.26,CASH
#10308,emily brown,1974/06/17,FEMALE,2021-04-19,143.68,CASH
#2613,DiaNA PeREIrA,1986/01/12,FEMALE,2021/06/21,129.11,CASH
#4764,jason white,1974-08-30,F,2022-01-29,44.27,PIX
1730,melissa thomas,1989/11/11,MALE,2020/11/30,109.81,PIX
#8169,jAson browN,1973/07/29,M,2022-03-31,122.48,CREDIT_CARD
8708,MELISSA BAKER,1997-12-05,M,2022/07/22,172.34,CREDIT_CARD
8345,rEnaN clARK,1972/02/28,F,2022-06-21,122.91,CASH
5621,Joshua hUgheS,1972-04-29,MALE,2022/06/04,58.82,ONLINE_PAYMENT
6174,MIKE DOE,2000/10/30,FEMALE,2021/02/24,194.69,CASH
1252,JOHN WHITE,1985/11/28,MALE,2022/09/17,75.75,CASH
#2196,jaNE baKer,1991/06/14,MALE,2021/02/23,51.66,DEBIT_CARD
2526,john rocha,1987-05-13,F,2023-11-30,162.99,DEBIT_CARD
1117,mike thomas,1987/09/15,FEMALE,2023-01-08,108.42,CREDIT_CARD
10254,JOHN ROSS,1978/12/07,FEMALE,2020-08-31,59.09,CASH
1620,lisa lee,1983/02/12,M,2021/12/29,137.71,ONLINE_PAYMENT
7440,DavID carTer,1987-09-09,M,2020-08-13,67.29,ONLINE_PAYMENT
#7830,BRUNA WILSON,1985/10/06,MALE,2022/05/27,139.12,DEBIT_CARD
#9689,marCIa HalL,1974-01-20,MALE,2022-11-03,16.23,DEBIT_CARD
1557,jerry white,1995-01-22,M,2020-02-03,50.58,CREDIT_CARD
#10130,RenAN rocHA,2002-10-17,FEMALE,2020/11/15,144.35,CREDIT_CARD
#7719,MICheLLE HUgHeS,1979/11/25,F,2022-01-29,52.87,CASH
10249,MiCHeLLe CaRTeR,1991/12/14,M,2022/08/02,108.45,CREDIT_CARD
4050,kARen yOunG,1999-12-03,FEMALE,2022/06/12,199.37,PIX
4464,ClARA White,1984/11/29,F,2021/07/01,95.73,DEBIT_CARD
3471,diana schmidt,1975/01/21,M,2020-11-09,22.58,DEBIT_CARD
#4295,KAREN TAYLOR,1999-04-25,M,2020/03/30,97.16,ONLINE_PAYMENT
#4853,philip white,2005-03-14,F,2021/06/18,194.44,ONLINE_PAYMENT
#9420,LISA TAYLOR,1974-08-17,F,2020-05-14,117.52,DEBIT_CARD
#3204,philip brown,1995-06-09,MALE,2023-11-17,138.33,CASH
1349,JACK ROSS,1972-06-02,MALE,2020/04/26,170.40,DEBIT_CARD
5312,JULIA ROCHA,1979-07-21,FEMALE,2022/08/10,117.86,PIX
10637,emily black,1997-07-17,FEMALE,2022/05/27,139.87,PIX
#6286,JoshuA schMiDT,1978/09/23,M,2020-09-04,38.47,ONLINE_PAYMENT
#4258,MIKE RAY,1971/07/15,M,2023-03-23,60.03,ONLINE_PAYMENT
#6191,KAREN CLARK,1998-02-05,MALE,2022/04/20,101.35,PIX
9349,jOShuA prICE,1979/02/05,F,2022-11-03,92.52,CASH
#1119,ArTHur cArter,1976-07-22,F,2023/04/27,161.41,PIX
10533,AMANDA RAY,1980-05-21,F,2023/01/21,11.97,DEBIT_CARD
9090,jane black,1995/06/11,MALE,2020/01/24,172.90,DEBIT_CARD
3376,aRthUr ROCha,2005/01/03,FEMALE,2021-05-06,47.44,DEBIT_CARD
#10393,MIKE SCOTT,1983/02/23,M,2020-01-19,89.38,PIX
6880,AMANDA GREEN,1981/07/12,FEMALE,2021-06-08,184.39,ONLINE_PAYMENT
#1520,MOnIca haLl,1990-08-19,F,2021-01-28,159.43,DEBIT_CARD
#2721,jane doe,1999-08-18,FEMALE,2023/04/14,59.82,DEBIT_CARD
#7190,MoNiCa ThomaS,1987/06/18,FEMALE,2022/07/18,67.06,CREDIT_CARD
7841,KAREN BAKER,1989-01-01,FEMALE,2023/05/30,180.22,ONLINE_PAYMENT
#2577,jUliA rOsS,1987-02-09,M,2022/06/25,123.22,ONLINE_PAYMENT
8176,ANNA LEE,1991/03/09,FEMALE,2020/01/08,30.99,DEBIT_CARD
#7518,ARTHUR SCHMIDT,1972/04/22,FEMALE,2022/10/30,175.35,CASH
#3467,mike green,1981/11/22,M,2023-12-31,78.41,CREDIT_CARD
1921,jason ross,1992-03-24,FEMALE,2020/09/21,132.27,CASH
10221,MICHELLE BLACK,1984/04/21,F,2020-07-30,51.29,ONLINE_PAYMENT
2609,jason ross,1991/05/24,M,2023/05/08,104.05,CREDIT_CARD
#3082,DEREK MARTINS,2000/10/13,FEMALE,2021-12-19,199.76,CREDIT_CARD
8276,MONICA SMITH,1985/02/18,M,2022/12/13,70.64,PIX
#2433,ROBERT GREEN,1976-01-17,F,2023-02-13,129.77,DEBIT_CARD
10379,DEREK HUGHES,2005/09/01,F,2021-10-10,82.06,ONLINE_PAYMENT
#4464,Anna TAyloR,1982-09-24,M,2023/07/01,115.23,CREDIT_CARD
#3523,SARAH MARTINS,1993/04/02,F,2020/03/07,167.57,CASH
#10347,monica wilson,1996/02/19,F,2022/08/05,105.23,CREDIT_CARD
#2269,MICHELLE WHITE,1972/06/25,F,2022-08-06,132.18,ONLINE_PAYMENT
3186,sarah baker,1973-12-30,MALE,2021/07/18,104.48,DEBIT_CARD
#5177,MICHELLE TAYLOR,1988-08-26,MALE,2020/06/26,22.19,CREDIT_CARD
#5723,DIANA HALL,1982-12-12,M,2023/05/09,32.02,DEBIT_CARD
6191,DIANA CARTER,1990-01-25,M,2020/10/21,103.45,PIX
3841,jack white,2001/03/06,F,2023/04/19,196.18,DEBIT_CARD
#1832,MIkE maRtinS,1980/05/10,F,2021/05/21,39.85,DEBIT_CARD
#5566,philIP BaKer,1975/03/05,F,2020-03-21,143.74,PIX
4821,michelle price,1995-01-02,M,2022-11-30,26.70,DEBIT_CARD
#7897,mike baker,1993-05-23,F,2022/07/15,118.87,CREDIT_CARD
#5796,LISA HALL,1990-01-01,MALE,2023/12/15,119.35,CASH
10491,JOHN CLARK,1977/11/03,M,2020-06-20,34.03,CREDIT_CARD
#8346,LIsA PerEIra,1999-09-12,M,2020-11-28,60.46,CREDIT_CARD
1039,PETER WILSON,1999-07-02,F,2022-02-02,144.55,ONLINE_PAYMENT
#4708,mike davis,1978-07-01,M,2021/03/16,150.66,PIX
#3893,KAREN JOHNSON,1997/06/19,F,2020-11-25,137.97,DEBIT_CARD
#4544,john brown,1988/12/14,F,2023-02-22,14.72,DEBIT_CARD
#7739,Jane HAll,1970/10/06,M,2023/05/24,161.45,DEBIT_CARD
3437,BRUNA WILSON,2003-05-07,M,2021/05/16,153.04,ONLINE_PAYMENT
#6256,philip davis,1991/12/20,F,2023/08/02,132.31,ONLINE_PAYMENT
1154,KAREN PEREZ,1988/04/04,MALE,2022-10-06,136.22,CREDIT_CARD
5501,jack davis,1984-10-15,FEMALE,2022-08-18,115.24,ONLINE_PAYMENT
3758,MIcHellE TAyLor,2002/11/07,MALE,2021-01-01,30.16,PIX
3500,MONICA GREEN,2002-01-27,FEMALE,2023-09-01,128.07,PIX
#4169,MONICA MARTINS,1979/07/05,F,2020-08-06,122.22,DEBIT_CARD
#4470,marcia hall,1999-06-16,FEMALE,2020-04-08,170.03,CASH
#4836,samantha smith,1982/04/25,M,2021/09/12,104.85,PIX
8350,mike smith,1991/07/19,F,2020-07-07,34.41,CASH
3742,amaNdA Ross,1995-07-22,M,2020-09-11,141.97,DEBIT_CARD
#6859,MONICA leE,1971/12/16,MALE,2023/07/05,122.21,CASH
#7681,joshua pereira,1982/05/04,F,2021/03/16,28.22,PIX
7323,jack hall,1982/09/03,FEMALE,2021/02/04,191.74,ONLINE_PAYMENT
8075,EMiLY BrOwn,1989/03/01,F,2021-12-07,139.01,ONLINE_PAYMENT
2853,MonICA yoUng,1972/11/15,M,2021/05/20,76.23,CREDIT_CARD
3956,RENAN BAKER,1992-07-21,FEMALE,2021-04-26,114.89,PIX
#5888,CLARA HALL,1976-05-22,M,2021-10-11,124.50,CREDIT_CARD
#6623,melissa taylor,1971-03-28,MALE,2021-05-02,37.37,PIX
#9181,JERRY SCHMIDT,1994-06-05,M,2022/01/10,87.37,CREDIT_CARD
2287,anNA THOMaS,2002-07-17,FEMALE,2023/07/12,159.77,CASH
3068,MONICA DAVIS,1992-03-24,MALE,2022/11/07,24.19,PIX
#4483,DAvid prICe,1970/09/05,MALE,2021-08-10,174.30,CREDIT_CARD
8074,JOSHUA BROWN,1972-01-14,MALE,2022-03-17,37.23,CASH
1772,ClarA PEreira,1991/11/01,FEMALE,2023/09/10,75.84,CASH
4188,SaRAH dAVIS,1987/03/08,M,2021/07/13,46.80,CASH
5713,SAMantHa jOhnson,1992/07/31,MALE,2023/01/26,66.00,CASH
#5856,JOSHUA PEREZ,1972/10/21,M,2021/11/08,119.96,DEBIT_CARD
7683,derek taylor,1982/08/12,MALE,2020-08-11,114.55,ONLINE_PAYMENT
#6446,karen rocha,1995/08/22,M,2023/02/02,72.82,PIX
#1949,julia scott,1984/10/20,M,2021/05/21,108.68,ONLINE_PAYMENT
#5000,JACK ROSS,1989-12-25,M,2022-09-23,163.78,PIX
10422,anna hughes,1998/11/23,FEMALE,2022/12/17,52.09,CASH
#7200,deREk GrEEN,1979-12-26,FEMALE,2021-07-05,89.56,DEBIT_CARD
4850,JUliA roSs,1975-02-02,F,2023/07/04,152.87,ONLINE_PAYMENT
#9287,michelle white,1974/11/05,FEMALE,2021-10-23,13.17,PIX
1190,LISA DAVIS,1971-04-20,M,2022-03-16,187.95,ONLINE_PAYMENT
6930,SAMANTHA DOE,1992/05/26,FEMALE,2021-02-07,95.77,CASH
1189,JaNE sMiTh,2003/11/13,M,2020-05-12,41.69,ONLINE_PAYMENT
2902,sarah smith,1971-04-18,F,2022/01/09,166.01,DEBIT_CARD
#3357,AMANDA WILSON,2001/11/21,M,2023/03/31,47.15,CREDIT_CARD
1964,lisa rocha,1986-08-28,MALE,2022-01-04,174.31,PIX
2135,DIANA KIM,2003-01-01,F,2021/04/29,193.34,CASH
#10541,JOSHUA YOUNG,1985/08/29,M,2023-12-11,199.85,DEBIT_CARD
#2479,PETER SCOTT,1996/01/19,FEMALE,2022-02-19,186.57,DEBIT_CARD
#4907,ANNa clark,1985/02/20,F,2023-01-31,157.31,PIX
#7618,SAMANTHA CLARK,2000/12/02,FEMALE,2021-01-02,83.21,CASH
4019,MELISSA TAYLOR,1976/05/26,M,2022/02/04,186.65,DEBIT_CARD
#4292,marcia davis,1989/07/21,F,2022-04-21,32.51,DEBIT_CARD
5514,diana thomas,1991/10/03,MALE,2022/06/15,108.23,CASH
4775,JoHn GReEN,1975-08-22,F,2023/03/19,52.68,PIX
4350,LISA THOMAS,1992/02/20,MALE,2023/10/17,182.16,CREDIT_CARD
4630,MIKE LEE,1975-01-31,MALE,2021-08-03,18.94,CREDIT_CARD
9502,PHiLIp PrIcE,1986/06/20,MALE,2023-04-27,185.25,ONLINE_PAYMENT
#9503,mARcIa rosS,1980-03-27,MALE,2023-08-02,183.49,PIX
#4778,DEREK pRicE,1979-06-23,M,2022/06/05,30.94,PIX
9470,PETER HUGHES,1970/12/05,FEMALE,2021/07/21,126.70,PIX
7268,mike baker,1990/08/20,F,2020/10/01,120.37,CREDIT_CARD
#3151,dIANA CARtER,1980-05-20,FEMALE,2021-12-26,50.39,ONLINE_PAYMENT
#7394,CLARA ROCHA,1996-08-04,F,2021-06-25,197.02,DEBIT_CARD
#8284,JOHN KIM,1970/12/14,MALE,2020-07-24,104.65,DEBIT_CARD
#1345,sarah nguyen,1990-10-27,M,2020-12-22,114.75,PIX
#4954,karen scott,1993/07/24,FEMALE,2023/06/28,76.50,CASH
2259,DAVID THOMAS,1976-09-11,F,2023-11-12,72.49,CREDIT_CARD
1400,JOshuA MArtInS,2004-06-05,FEMALE,2022/08/24,32.34,ONLINE_PAYMENT
#5082,jack perez,1977-03-14,MALE,2023-06-04,171.31,CREDIT_CARD
3957,SAMANTHA YOUNG,1990/12/30,MALE,2021/02/08,140.30,ONLINE_PAYMENT
#2912,SAmaNtHA BAkeR,1974-08-12,M,2021/03/03,86.33,CASH
#8196,BRUNA CLARK,1997-12-23,FEMALE,2021-12-28,91.27,PIX
1221,BrUNa sMItH,1973/05/27,FEMALE,2021/02/12,61.71,CASH
#5751,philip perez,1986/04/01,FEMALE,2022/04/09,175.10,CASH
8772,michelle lee,2002-01-11,MALE,2022-09-20,38.74,CASH
4936,MARCIA BLACK,1985/03/09,FEMALE,2022-01-11,34.22,CASH
7951,lisa pereira,1998-04-20,FEMALE,2020-11-27,190.07,PIX
1061,ClarA SMith,1983-09-02,M,2023-05-17,54.05,CASH
#5186,bRUNa yoUNG,2002-11-07,F,2023/11/10,160.79,PIX
3717,mike baker,1995/01/08,FEMALE,2020-09-20,30.02,CASH
9277,KAREN LEE,1973/02/21,M,2022-02-17,150.52,ONLINE_PAYMENT
#4689,EMILY BROWN,2004-08-18,F,2020-08-22,22.28,CASH
3879,julia martins,1992/12/13,MALE,2023/07/26,76.26,DEBIT_CARD
6207,Arthur blaCk,1997-11-02,F,2020/06/16,187.33,DEBIT_CARD
1642,Renan RaY,2000-08-22,F,2020-06-18,49.53,DEBIT_CARD
#1570,JAcK rAy,1974/08/26,FEMALE,2022/10/30,135.46,PIX
#7115,ROBert sCOTt,1997/08/06,MALE,2022/07/31,29.20,ONLINE_PAYMENT
8732,MICHELLE RAY,1978-05-27,MALE,2022/06/24,73.79,ONLINE_PAYMENT
#4179,derEk clark,2000-01-13,M,2021/03/02,170.92,ONLINE_PAYMENT
#1986,amanda carTeR,1986/05/27,F,2021-03-29,55.81,DEBIT_CARD
#8263,JACK PRICE,1996/09/17,MALE,2020-04-29,146.73,DEBIT_CARD
3288,sarah carter,1977-07-02,FEMALE,2022-12-22,184.45,ONLINE_PAYMENT
#3309,sarah ross,1998/03/04,MALE,2023/09/11,22.05,ONLINE_PAYMENT
2124,DaVId joHnSoN,1974-07-16,M,2023-09-09,118.23,PIX
7724,ARtHur THOmAS,1981/02/12,M,2022-09-30,60.71,CREDIT_CARD
#3684,LISA NGUYEN,1978-06-11,M,2020-02-27,184.36,DEBIT_CARD
#2296,JOHN SCOTT,1979/09/20,MALE,2020/02/16,23.35,ONLINE_PAYMENT
10587,MARCIA THOMAS,2001/10/13,M,2022-12-31,19.75,PIX
2753,PETER ROSS,2004-03-04,F,2021/12/08,193.72,DEBIT_CARD
#1233,philip kim,1996-08-16,F,2020/07/18,139.53,ONLINE_PAYMENT
3830,david davis,1985-01-01,F,2022/10/13,61.49,PIX
6241,lisa JohnsON,1980-06-24,FEMALE,2022/10/24,54.77,CREDIT_CARD
7857,mICHelLe yOUng,1991-10-02,F,2020-07-03,22.04,ONLINE_PAYMENT
2229,KAREN JOHNSON,1998/02/18,MALE,2021/02/12,194.49,PIX
4679,JASON PEREZ,1998-06-04,MALE,2021-10-06,89.99,CASH
10860,EMILY JOHNSON,1977/02/07,FEMALE,2020/11/25,175.09,CASH
2938,emily nguyen,1972-06-07,M,2023-02-06,129.56,ONLINE_PAYMENT
#3374,sAmaNtha haLl,1994/11/06,MALE,2020/11/13,65.85,PIX
#2413,samantha baker,2000-07-01,MALE,2022-08-10,152.98,DEBIT_CARD
#10389,KAREN SMITH,1991-06-28,M,2022-12-18,78.29,CASH
10100,clara white,1980/09/26,F,2022/06/18,159.75,PIX
#2853,jAsoN SchmiDt,1971/07/29,M,2023-04-16,189.61,CASH
3001,MIKE GREEN,1992-09-28,M,2023/07/12,58.05,ONLINE_PAYMENT
4292,joShUa ROcHa,2004-02-08,FEMALE,2021-06-13,63.80,ONLINE_PAYMENT
7094,LISA CLARK,1994-01-06,MALE,2020-04-21,169.11,ONLINE_PAYMENT
#5368,MELissA RAy,1980-12-13,F,2023/07/26,138.41,CREDIT_CARD
#10184,JERRY SMITH,1996-03-29,MALE,2022/06/02,58.68,ONLINE_PAYMENT
#5210,AmANDA bakER,1972-10-09,M,2021/03/27,20.02,PIX
8030,AMaNda ClarK,1971/01/16,F,2021-01-08,144.56,ONLINE_PAYMENT
#6149,renan ray,1994-08-09,MALE,2021/12/09,187.10,CASH
#4347,philip hall,1991-06-29,F,2021/07/06,65.81,DEBIT_CARD
5857,sarah doe,1992/11/06,MALE,2023/11/21,165.83,PIX
7461,ArTHur doe,1996/10/06,MALE,2022-04-29,184.86,CREDIT_CARD
#7131,emily clark,1971-04-05,F,2021/12/27,45.92,CASH
7089,jerry white,1997-05-16,M,2021-12-24,77.70,ONLINE_PAYMENT
10344,DAVID CARTER,1983-09-27,M,2022-07-16,187.14,PIX
#4501,JUliA daviS,1992-03-13,FEMALE,2022-01-26,35.64,CASH
#8405,jason perez,1987-07-22,FEMALE,2020/12/25,131.58,ONLINE_PAYMENT
#4479,peter perez,1978-01-10,FEMALE,2023-11-29,49.47,CASH
#2338,mike HugHes,1977/10/15,FEMALE,2021-10-09,87.25,CREDIT_CARD
#8255,MIcHElLe SCHmIDT,2005-03-16,M,2022-03-13,98.14,PIX
#6861,JASON DAVIS,1982-08-26,MALE,2021/05/11,117.41,PIX
8604,monica ray,2003/05/08,FEMALE,2023-07-25,187.62,DEBIT_CARD
3031,dEreK GReEn,1984-02-07,MALE,2022-08-31,79.43,CREDIT_CARD
#3700,pETer BakEr,1996/07/14,FEMALE,2022/05/28,17.76,CASH
#7799,PETER RAY,1976-05-20,MALE,2021-11-21,194.51,PIX
#10500,SaMAnthA schMIDT,1980/08/24,F,2022-12-15,96.84,ONLINE_PAYMENT
3601,JERRY CLARK,1982-11-05,MALE,2020-03-04,154.16,ONLINE_PAYMENT
10290,phIlip tayloR,1977-11-22,FEMALE,2022/12/18,196.03,CASH
3920,julia martins,1984/10/27,MALE,2020-12-23,42.32,CREDIT_CARD
5845,julia price,1981-09-04,F,2023-09-11,97.82,ONLINE_PAYMENT
#2624,MONICA TAYLOR,1989-01-09,FEMALE,2020-02-10,155.27,CREDIT_CARD
1132,ROBERT PEREIRA,1998-02-06,M,2022/06/23,121.66,ONLINE_PAYMENT
9089,JOHN BROWN,1991/05/29,MALE,2023-11-17,68.89,CASH
9197,JANE HUGHES,1972/11/12,M,2020-10-06,153.46,DEBIT_CARD
#2363,peter davis,1977-04-22,M,2022-09-14,20.36,PIX
#8953,MARCIA TAYLOR,1973-01-24,F,2023/01/26,143.30,DEBIT_CARD
8663,jacK hUgheS,1971-07-29,FEMALE,2021/10/10,110.12,CASH
#2856,PhILIP hAlL,1978/07/30,F,2020/07/05,21.43,ONLINE_PAYMENT
#3299,clARa nguyen,1971/11/25,MALE,2023/01/06,33.86,ONLINE_PAYMENT
3264,CLARA DOE,1977-02-18,F,2022/09/08,198.81,CASH
#10173,PETER WILSON,1989-08-06,F,2022-06-20,161.16,CASH
#8989,kareN RAy,2000-10-29,F,2022-10-14,82.94,CREDIT_CARD
6982,AMANDA HUGHES,1981/04/16,M,2020/02/29,22.00,DEBIT_CARD
8588,monica taylor,2000/01/21,M,2020-04-06,182.25,CASH
9932,annA MARtIns,1988-01-20,MALE,2021/03/12,107.09,ONLINE_PAYMENT
#2150,RENAN WILSON,1974-03-05,M,2021-09-26,64.89,CREDIT_CARD
#3879,karen davis,1983-02-08,F,2020-04-10,150.62,CASH
10808,JULIA DAVIS,1992-01-18,FEMALE,2023/07/07,79.12,CASH
6285,EMILY PEREIRA,1977/05/24,FEMALE,2020/08/29,112.29,CREDIT_CARD
#7169,peter wilson,1970-01-07,MALE,2022/08/03,32.63,CASH
3895,robert young,1976/01/24,FEMALE,2021/05/23,182.12,CASH
8120,peter wilson,1981/04/28,F,2021/05/11,187.21,CREDIT_CARD
1813,Marcia HAll,2003-01-01,M,2023-10-05,182.53,DEBIT_CARD
#2435,EMILY LEE,1983/12/24,F,2020-03-08,193.39,DEBIT_CARD
#7514,MARCIA PEREZ,1990-08-22,F,2021-07-20,170.03,ONLINE_PAYMENT
3852,JERRY CLARK,1990/10/27,F,2022-09-29,123.00,ONLINE_PAYMENT
#9562,MELISSA PEREIRA,1985/02/24,MALE,2022/04/18,62.39,CREDIT_CARD
